;Enestrom Number;Fuss Index;Title;English Title;Authors;Original Language;Published as;Published Date;Written Date;Original Source Citation;Archive Notes;Content Summary;Opera Omnia Citation;Record Created;URLinfo;URLpdf
677;678;274;Methodus nova investigandi omnes casus quibus hance aequationem differentialem ∂∂y(1–axx) – bx ∂x ∂y – cy ∂x2 = 0 resolvere licet;A new method for investigating all cases in which the differential equation ∂∂y(1–axx) – bx ∂x ∂y – cy ∂x2 = 0 is solvable;Leonhard Euler;Latin;Collection article;1794;1780;Institutionum calculi integralis, Volume 4, pp. 533-543.;;;Series 1, Volume 23, pp.239-249.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/678;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1677&context=euler-works
678;679;260;De formulis integralibus implicatis earumque evolutione et transformatione;;Leonhard Euler;Latin;Collection article;1794;1778;Institutionum calculi integralis, Volume 4, pp. 544-563.;;According to Eneström, this is a paper about multiple integrals.;Series 1, Volume 23, pp.250-267.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/679;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1678&context=euler-works
679;680;265;De aequationibus differentialibus cuiuscunque gradus quae denuo differentiatae integrari possunt;;Leonhard Euler;Latin;Collection article;1794;1781;Institutionum calculi integralis, Volume 4, pp. 564-577.;;;Series 1, Volume 23, pp.268-280.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/680;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1679&context=euler-works
680;681;266;Specimen aequationum differentialium indefiniti gradus earumque integrationis;;Leonhard Euler;Latin;Collection article;1794;1781;Institutionum calculi integralis, Volume 4, pp. 577-589.;;;Series 1, Volume 23, pp.281-295.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/681;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1680&context=euler-works
681;682;;Von dem Drucke eines mit einem Gewuchte beschwerten Tisches auf einer Flache. Aus den Papieren des sel. Leonhard Euler gozogen von Jakob Bernoulli;On the pressure of a table weighted by a weight on a surface. From the papers of the blessed Leonhard Euler extracted by Jakob Bernoulli.;Leonhard Euler;German;Journal article;1794;1783;Archiv der reinen und angewandten Mathematik, Volume 1, pp. 74-80.;;;Series 2, Volume 9, pp.407-412.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/682;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1681&context=euler-works
682;683;76;De singulari genere quaestionum Diophantearum et methodo maxime recondita eas resolvendi;On a singular type of Diophantine questions and a most recondite method by which they are to be resolved;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 3-18.;;First, Euler notices that if N has the form aa+nbb, then Nλ also has that form. He demonstrates how to determine the forms with a few examples. Then he poses the general problem for N = aa+nbb: to find the powers of N that make Nλ = xx+n, and, in general, how to minimize the value of y in a value xx+nyy.;Series 1, Volume 4, pp.221-234.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/683;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1682&context=euler-works
683;684;111;De radicibus aequationis infinitae 0 = 1 – xx/(n(n+1)) + x4/(n(n+1)(n+2)(n+3)) – x6/(n.....(n+5)) + etc.;On the roots of the infinite equation 0 = 1 – xx/(n(n+1)) + x4/(n(n+1)(n+2)(n+3)) – x6/(n.....(n+5)) + etc.;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 19-40.;;The titular formula has different roots depending on the parameter n. Sometimes, it behaves like cos(x), others like sin(x)/x, etc.;Series 1, Volume 16A, pp.241-265.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/684;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1683&context=euler-works
684;685;185;Exercitatio analytica, ubi imprimis seriei maxime generalis summatio traditur;An analytical exercise, where in particular a most general summation of series is given;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 41-53.;;Euler makes a power series, integrates it, and gets a generalization.;Series 1, Volume 16A, pp.266-281.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/685;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1684&context=euler-works
685;686;148;Dilucidationes super formulis, quibus sinus et cosinus angulorum multiplorum exprimi solent, ubi simul ingentes difficultates diluuntur;Elucidations about the formula, in which the sines and cosines of angles are to be multiplied, where at once large difficulties are diluted;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 54-80.;;Euler begins by deriving a polynomial expansion for 2 cos(nφ). He then substitutes z for cos(φ) and s = cos(nφ) and obtains a second order differential equation. He tries to solve that with unknown coefficients and gets another series for cos(nφ).;Series 1, Volume 16A, pp.282-310.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/686;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1685&context=euler-works
686;687;287;De insignibus proprietatibus formularum integralium praeter binas variabiles etiam earum differentialia cuiuscunque ordinis involventium;;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 81-97.;;;Series 1, Volume 23, pp.295-312.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/687;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1686&context=euler-works
687;688;216;Specimen integrationis abstrusissimae hac formula ∫∂x/((1+x)∙(2xx–1)1/4) contentae;A most abstruse specimen of integral contained in the formula ∫∂x/((1+x)∙(2xx–1)1/4);Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 98-117.;Euler used a fourth root in the title of this work, rather than the 1/4 power indicated in the Euler Archive's listed title.;;Series 1, Volume 19, pp.228-250.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/688;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1687&context=euler-works
688;689;212;Integratio formulae differentialis maxime irrationalis, quam tamen per logarithmos et arcus circulares expedire licet;;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 118-126.;;According to Eneström, this is about a certain integral.;Series 1, Volume 19, pp.251-262.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/689;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1688&context=euler-works
689;690;214;Evolutio formulae integralis ∫∂z(3+zz)/((1+zz)∙(1+6zz+z4)1/4) per logarithmos et arcus circulares;The expansion of the integral formula ∫∂z(3+zz)/((1+zz)∙(1+6zz+z4)1/4) by logarithms and circular arcs;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 127-131.;Euler used a fourth root in the title of this work, rather than the 1/4 power indicated in the Euler Archive's listed title.;;Series 1, Volume 19, pp.262-267.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/690;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1689&context=euler-works
690;691;351;Problema geometricum quo inter omnes ellipses quae per data quatuor puncta traduci possunt ea quaeritur quae habet aream minimam;;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 132-145.;;;Series 1, Volume 29, pp.226-238.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/691;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1690&context=euler-works
691;692;350;Solutio problematis maxime curiosi quo inter omnes ellipses quae circa datum triangulum circumscribi possunt ea quaeritur cuius area sit omnium minima;;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 146-153.;;;Series 1, Volume 29, pp.239-246.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/692;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1691&context=euler-works
692;693;304;De centro simulitudinis;On the center of similarity;Leonhard Euler;Latin;Journal article;1795;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 9, pp. 154-169.;;This is an introduction to fixed point theory. Euler shows how to determine the point Γ so that the triangles ΓAB and Γab are similar, where AB and ab are homologous sides of two figures.;Series 1, Volume 26, pp.276-285.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/693;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1692&context=euler-works
693;694;104;Ulterior disquitio de formulis integralibus imaginariis;Later paper on formulas of imaginary integrals;Leonhard Euler;Latin;Journal article;1797;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 10, pp. 3-19.;;;Series 1, Volume 19, pp.268-286.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/694;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1693&context=euler-works
694;695;215;Integratio succincta formulae integralis maxime memorabilis ∫∂z/((3±zz)∙(1±3zz)1/3);A succinct integration of the most memorable integral formula ∫∂z/((3±zz)∙(1±3zz)1/3);Leonhard Euler;Latin;Journal article;1797;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 10, pp. 20-26.;Euler used a cube root in the title of this work, rather than the 1/3 power indicated in the Euler Archive's listed title.;The integrals in the title are calculated with some very clever substitutions and imaginative use of imaginaries. Seeing that this method is not very obvious, Euler proceeds to rederive the results (with fewer details) in a more natural way, but nonetheless judges the former method to be better. The paper concludes with some remarks affirming that no matter how one calculates them, one must use imaginary quantities.;Series 1, Volume 19, pp.287-296.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/695;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1694&context=euler-works
695;696;57;De casubus quibus hanc formulam x4 + kxxyy + y4 ad quadratum reducere licet;On the cases in which the form x4 + kxxyy + y4 can be reduced to a square;Leonhard Euler;Latin;Journal article;1797;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 10, pp. 27-40.;;Euler first notes that if the values 1, 3, 4, 5, 6, 7, etc. are substituted for k, then the formula x4 + kxxyy + y4 never gives a square, regardless of the values x and y. He repeats several of his results about Pell's equation.;Series 1, Volume 4, pp.235-244.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/696;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1695&context=euler-works
696;697;435;Investigatio superficierum quarum normales ad datum planum productae sint omnes inter se aequales;;Leonhard Euler;Latin;Journal article;1797;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 10, pp. 41-46.;;;Series 1, Volume 29, pp.247-252.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/697;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1696&context=euler-works
697;698;335;Variae speculationes super area triangulorum sphaericorum;Several speculations about the area of spherical triangles;Leonhard Euler;Latin;Journal article;1797;1778;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 10, pp. 47-62.;;According to Eneström, Euler gives a geometric proof of Lexell's theorem about the location of the vertices of equally flat spherical triangles with a shared baseline.;Series 1, Volume 29, pp.253-266.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/698;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1697&context=euler-works
698;699;31;Utrum hic numerus 100009 sit primus necne inquiritur;Inquiring on whether or not the number 100009 is prime;Leonhard Euler;Latin;Journal article;1797;1778;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 10, pp. 63-73.;;Euler shows that 1,000,009 is not prime by showing that it can be written as the sum of two squares in more than one way. This corrected a published list of primes that had included 1,000,009. He also shows that 1,000,081 is prime by showing that it can be written as the sum of two squares in only one way. (Based on Jordan Bell's translation abstract.);Series 1, Volume 4, pp.245-254.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/699;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1698&context=euler-works
699;700;258;De formulis differentialibus secundi gradus quae integrationem admittunt;On differential equations of the second degree which admit integration;Leonhard Euler;Latin;Journal article;1798;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 11, pp. 3-26.;;;Series 1, Volume 23, pp.313-338.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/700;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1699&context=euler-works
700;701;211;Formae generales differentialium, quae, etsi nulla substitutione rationales reddi possunt. tamen integrationem per logarithmos et arcus circulares admittunt;;Leonhard Euler;Latin;Journal article;1798;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 11, pp. 27-77.;;According to Eneström, this paper is about a certain family of integrals.;Series 1, Volume 19, pp.297-344.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/701;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1700&context=euler-works
701;702;42;De novo genere quaestionum arithmeticarum pro quibus solvendis certa methodus adhuc desideratur;;Leonhard Euler;Latin;Journal article;1798;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 11, pp. 78-93.;;"Euler searches for all integers N such that the formulas A2+B2 and A2+NB2 can both be squares at the same time. By putting A = xx–yy and B = 2xy, the first expression becomes a square; to make the other one a square also, one takes the A2 to be zz and obtains (x+y)/z Â± xx/(zz), and the question reduces to finding values for z such that N becomes an integer. He finds, among the first 100 natural numbers, the following values for N that satisfy the problem: 7, 10, 11, 17, ....";Series 1, Volume 4, pp.255-268.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/702;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1701&context=euler-works
